#source,#target,#rating,#timestamp
778,733,3,2011-06-02 02:37:22
733,778,2,2011-06-02 02:37:28
792,202,1,2011-06-02 02:40:06
790,484,1,2011-06-02 02:44:32
630,733,2,2011-06-02 02:45:55
790,324,1,2011-06-02 02:46:02
733,630,3,2011-06-02 02:46:40
767,793,1,2011-06-02 03:02:50
757,794,1,2011-06-02 03:10:24
794,757,1,2011-06-02 03:12:08
793,767,1,2011-06-02 03:33:47
64,57,3,2011-06-02 03:53:37
535,795,1,2011-06-02 04:08:35
795,535,1,2011-06-02 04:20:48
202,779,1,2011-06-02 05:04:20
637,588,4,2011-06-02 05:23:35
7,64,5,2011-06-02 06:01:55
640,7,2,2011-06-02 06:30:06
522,796,1,2011-06-02 06:44:42
757,797,1,2011-06-02 06:57:51
796,522,2,2011-06-02 07:00:42
743,798,2,2011-06-02 07:33:45
798,743,2,2011-06-02 07:34:01
797,757,2,2011-06-02 07:45:25
757,799,2,2011-06-02 08:16:05
799,757,2,2011-06-02 08:16:24
757,800,1,2011-06-02 08:17:36
800,757,1,2011-06-02 08:19:25
536,801,2,2011-06-02 08:35:22
801,536,2,2011-06-02 08:36:18
572,415,1,2011-06-02 09:22:48
784,788,1,2011-06-02 10:30:27
788,784,1,2011-06-02 10:38:30
634,802,1,2011-06-02 12:52:57
634,803,1,2011-06-02 12:57:17
803,634,1,2011-06-02 12:59:36
802,634,1,2011-06-02 13:01:23
256,634,1,2011-06-02 14:50:25
634,256,1,2011-06-02 15:07:16
592,804,1,2011-06-02 15:13:14
804,592,1,2011-06-02 15:15:39
804,523,1,2011-06-02 15:15:56
634,805,1,2011-06-02 15:41:10
805,634,1,2011-06-02 15:43:17
256,629,1,2011-06-02 16:23:52
629,256,1,2011-06-02 16:24:22
499,496,1,2011-06-02 16:26:11
499,104,4,2011-06-02 16:28:53
419,806,1,2011-06-02 16:37:07
419,649,1,2011-06-02 17:03:13
707,715,4,2011-06-02 17:25:50
649,419,1,2011-06-02 17:28:18
249,808,1,2011-06-02 17:32:21
419,762,1,2011-06-02 17:32:53
132,72,3,2011-06-02 17:34:56
535,697,2,2011-06-02 17:36:55
762,419,1,2011-06-02 17:38:29
808,249,1,2011-06-02 17:39:43
753,535,4,2011-06-02 17:45:37
697,535,2,2011-06-02 18:02:41
732,809,4,2011-06-02 18:12:15
634,2,1,2011-06-02 18:14:29
2,634,1,2011-06-02 18:14:39
2,732,1,2011-06-02 18:14:44
809,732,5,2011-06-02 18:16:40
742,810,1,2011-06-02 18:17:09
810,742,1,2011-06-02 18:19:31
2,13,1,2011-06-02 18:20:31
13,2,2,2011-06-02 18:22:21
732,2,3,2011-06-02 18:23:52
419,780,1,2011-06-02 18:31:05
634,811,2,2011-06-02 18:49:21
811,634,1,2011-06-02 18:51:04
642,812,1,2011-06-02 19:29:27
812,642,1,2011-06-02 19:29:55
811,37,1,2011-06-02 19:37:20
270,813,1,2011-06-02 19:38:52
813,270,1,2011-06-02 19:39:33
37,811,1,2011-06-02 19:39:57
780,742,1,2011-06-02 19:50:29
780,419,1,2011-06-02 19:51:03
780,814,10,2011-06-02 19:51:55
814,780,10,2011-06-02 19:51:56
781,256,1,2011-06-02 19:53:49
37,680,2,2011-06-02 20:06:39
680,37,3,2011-06-02 20:07:04
642,815,1,2011-06-02 20:10:41
570,816,1,2011-06-02 20:25:11
642,606,1,2011-06-02 20:30:18
396,1,4,2011-06-02 21:08:02
1,396,4,2011-06-02 21:17:55
815,642,1,2011-06-02 21:23:58
353,1,10,2011-06-02 21:45:41
1,353,5,2011-06-02 21:49:55
817,249,2,2011-06-02 22:16:01
249,817,2,2011-06-02 22:17:00
537,818,1,2011-06-02 22:19:41
818,537,1,2011-06-02 22:20:51
815,725,1,2011-06-02 22:39:26
725,815,1,2011-06-02 22:39:33
725,812,1,2011-06-02 22:42:32
812,725,1,2011-06-02 22:48:12
812,177,1,2011-06-02 22:58:04
177,812,1,2011-06-02 22:58:32
767,687,1,2011-06-02 23:17:08
687,767,1,2011-06-02 23:19:17
725,177,1,2011-06-02 23:19:31
177,725,1,2011-06-02 23:20:56
725,767,1,2011-06-02 23:21:51
767,725,1,2011-06-02 23:22:13
767,227,1,2011-06-02 23:28:48
227,767,1,2011-06-02 23:32:14
779,7,1,2011-06-02 23:43:39
4,522,1,2011-06-02 23:46:04
725,780,2,2011-06-02 23:53:12
780,725,2,2011-06-02 23:53:29
13,522,1,2011-06-02 23:54:44
227,725,1,2011-06-02 23:56:33
725,227,2,2011-06-02 23:56:47
104,177,2,2011-06-02 23:59:02
104,363,3,2011-06-03 00:00:49
363,104,3,2011-06-03 00:01:28
687,781,1,2011-06-03 00:06:41
793,687,1,2011-06-03 00:34:30
687,793,1,2011-06-03 00:35:54
443,819,2,2011-06-03 00:42:51
770,539,1,2011-06-03 00:47:42
539,770,1,2011-06-03 00:53:35
779,202,3,2011-06-03 00:57:05
793,417,1,2011-06-03 01:11:36
779,820,1,2011-06-03 01:13:08
820,779,1,2011-06-03 01:14:51
417,793,1,2011-06-03 01:16:46
135,795,1,2011-06-03 01:30:40
535,753,6,2011-06-03 01:39:11
635,804,1,2011-06-03 01:41:18
804,635,1,2011-06-03 01:42:07
795,135,1,2011-06-03 01:50:36
57,697,2,2011-06-03 02:10:07
537,687,1,2011-06-03 02:10:10
687,537,1,2011-06-03 02:10:47
687,821,1,2011-06-03 03:19:09
821,687,1,2011-06-03 03:21:48
537,795,1,2011-06-03 04:14:54
816,570,1,2011-06-03 04:15:11
579,1,2,2011-06-03 04:41:28
725,724,2,2011-06-03 04:57:52
724,725,2,2011-06-03 04:58:17
724,537,1,2011-06-03 04:58:36
795,537,1,2011-06-03 04:59:06
770,823,2,2011-06-03 05:07:10
823,770,2,2011-06-03 05:07:54
579,687,1,2011-06-03 05:26:00
523,2,2,2011-06-03 05:31:12
1,9,2,2011-06-03 05:39:14
687,579,1,2011-06-03 05:39:41
9,1,10,2011-06-03 05:40:16
824,537,1,2011-06-03 06:21:31
725,687,1,2011-06-03 06:51:11
714,523,3,2011-06-03 07:33:37
824,826,1,2011-06-03 07:46:17
826,824,1,2011-06-03 07:46:39
202,537,3,2011-06-03 08:44:26
824,827,1,2011-06-03 08:57:49
283,198,1,2011-06-03 09:07:32
198,283,1,2011-06-03 09:09:10
647,828,1,2011-06-03 09:18:09
29,829,1,2011-06-03 09:19:22
826,827,1,2011-06-03 09:35:17
827,826,1,2011-06-03 09:51:12
828,647,1,2011-06-03 10:03:38
795,830,1,2011-06-03 10:07:34
830,795,1,2011-06-03 10:07:48
691,831,1,2011-06-03 10:08:31
295,523,3,2011-06-03 10:53:20
777,41,1,2011-06-03 12:07:05
4,537,1,2011-06-03 12:13:54
270,775,1,2011-06-03 13:41:17
534,833,1,2011-06-03 13:51:22
833,534,1,2011-06-03 13:52:01
760,834,5,2011-06-03 13:56:01
760,475,4,2011-06-03 13:57:02
760,835,4,2011-06-03 13:57:18
21,777,2,2011-06-03 14:03:12
64,399,1,2011-06-03 14:17:15
399,64,1,2011-06-03 14:19:00
835,760,5,2011-06-03 14:27:42
784,29,1,2011-06-03 14:32:17
29,784,1,2011-06-03 14:32:24
784,545,1,2011-06-03 14:48:45
64,547,1,2011-06-03 14:59:49
547,64,2,2011-06-03 15:00:25
780,499,2,2011-06-03 15:05:36
812,776,1,2011-06-03 15:13:05
776,812,1,2011-06-03 15:13:24
499,780,1,2011-06-03 15:32:20
779,701,1,2011-06-03 15:37:03
701,779,1,2011-06-03 15:40:51
701,833,1,2011-06-03 15:40:54
35,836,1,2011-06-03 16:04:41
779,1,1,2011-06-03 16:08:37
1,779,1,2011-06-03 16:08:45
836,35,1,2011-06-03 16:09:24
411,29,5,2011-06-03 16:30:11
776,837,1,2011-06-03 16:40:39
837,776,1,2011-06-03 16:42:27
144,820,2,2011-06-03 17:02:33
144,198,2,2011-06-03 17:04:33
198,144,2,2011-06-03 17:06:34
350,779,2,2011-06-03 17:50:17
779,350,2,2011-06-03 17:51:36
35,838,1,2011-06-03 17:54:43
755,839,2,2011-06-03 17:56:58
839,755,2,2011-06-03 17:57:23
755,734,5,2011-06-03 17:57:33
833,701,3,2011-06-03 18:21:11
61,109,10,2011-06-03 18:27:56
560,839,2,2011-06-03 18:51:43
839,560,2,2011-06-03 18:52:55
753,840,8,2011-06-03 19:06:03
832,841,3,2011-06-03 19:17:07
841,832,3,2011-06-03 19:18:28
209,842,1,2011-06-03 19:22:04
775,270,2,2011-06-03 19:27:35
842,209,1,2011-06-03 19:32:24
209,843,1,2011-06-03 19:52:55
522,13,1,2011-06-03 20:09:16
522,4,1,2011-06-03 20:09:27
820,209,1,2011-06-03 20:12:07
843,209,1,2011-06-03 20:15:20
209,820,1,2011-06-03 20:24:50
832,359,3,2011-06-03 20:28:18
775,844,2,2011-06-03 21:08:36
689,687,1,2011-06-03 21:33:43
687,689,1,2011-06-03 21:36:33
2,779,1,2011-06-03 21:37:41
779,2,2,2011-06-03 21:38:26
689,837,1,2011-06-03 21:38:49
837,689,1,2011-06-03 21:40:03
687,216,1,2011-06-03 21:42:03
390,243,4,2011-06-03 21:42:59
216,687,1,2011-06-03 21:46:01
689,845,1,2011-06-03 21:46:49
845,689,1,2011-06-03 21:49:39
689,523,1,2011-06-03 22:03:22
216,846,1,2011-06-03 22:03:26
523,689,1,2011-06-03 22:08:23
687,847,1,2011-06-03 22:34:24
847,687,1,2011-06-03 22:34:48
832,769,3,2011-06-03 22:37:18
769,832,3,2011-06-03 22:38:40
832,848,3,2011-06-03 22:39:00
832,735,3,2011-06-03 22:40:25
243,849,1,2011-06-03 22:53:31
849,243,1,2011-06-03 22:54:29
846,687,1,2011-06-03 22:59:09
209,818,1,2011-06-03 23:36:49
818,209,1,2011-06-03 23:38:06
228,850,1,2011-06-03 23:53:49
850,228,1,2011-06-03 23:59:55
630,295,2,2011-06-04 00:00:00
295,630,3,2011-06-04 00:03:25
769,847,10,2011-06-04 00:24:33
630,851,1,2011-06-04 00:28:28
851,630,1,2011-06-04 00:29:13
851,539,1,2011-06-04 00:30:50
848,832,3,2011-06-04 00:32:59
346,838,1,2011-06-04 00:35:56
851,687,2,2011-06-04 00:42:18
838,346,1,2011-06-04 01:07:12
847,769,9,2011-06-04 01:10:14
7,548,2,2011-06-04 01:17:59
587,637,3,2011-06-04 01:58:20
132,852,2,2011-06-04 02:15:58
852,132,2,2011-06-04 02:17:54
847,853,1,2011-06-04 02:23:14
853,847,1,2011-06-04 02:23:30
216,295,1,2011-06-04 02:33:20
295,216,3,2011-06-04 02:34:35
318,436,1,2011-06-04 02:55:23
561,854,1,2011-06-04 03:03:15
235,21,1,2011-06-04 03:04:22
21,235,1,2011-06-04 03:06:22
687,855,1,2011-06-04 03:31:01
855,687,1,2011-06-04 03:31:46
856,857,1,2011-06-04 03:53:42
856,687,2,2011-06-04 03:53:48
856,858,2,2011-06-04 03:54:03
687,856,2,2011-06-04 03:55:50
41,859,1,2011-06-04 03:59:32
295,860,3,2011-06-04 04:13:23
860,295,2,2011-06-04 04:15:20
859,41,1,2011-06-04 04:17:44
847,304,1,2011-06-04 04:31:33
304,847,1,2011-06-04 04:31:37
854,561,1,2011-06-04 04:39:56
295,861,3,2011-06-04 04:51:15
861,295,1,2011-06-04 04:51:56
714,687,1,2011-06-04 05:23:55
202,714,1,2011-06-04 05:40:44
13,687,1,2011-06-04 05:42:05
687,862,1,2011-06-04 06:42:13
862,687,1,2011-06-04 06:42:40
687,714,1,2011-06-04 06:43:11
799,832,2,2011-06-04 07:28:36
832,654,3,2011-06-04 07:30:32
654,832,3,2011-06-04 07:30:46
832,799,3,2011-06-04 07:31:25
824,623,8,2011-06-04 08:21:26
832,295,3,2011-06-04 08:28:18
353,494,1,2011-06-04 08:43:08
494,353,1,2011-06-04 08:43:33
295,770,3,2011-06-04 09:16:50
770,295,3,2011-06-04 09:18:43
494,569,1,2011-06-04 09:26:15
569,494,1,2011-06-04 09:27:08
390,863,2,2011-06-04 10:35:19
770,820,2,2011-06-04 10:35:40
863,390,2,2011-06-04 10:49:57
863,786,1,2011-06-04 10:53:28
534,714,1,2011-06-04 10:55:23
714,534,1,2011-06-04 11:00:28
832,820,3,2011-06-04 11:15:36
820,770,1,2011-06-04 11:21:57
820,832,1,2011-06-04 11:22:10
832,864,3,2011-06-04 11:54:27
864,832,3,2011-06-04 12:04:51
2,654,3,2011-06-04 12:19:06
654,2,3,2011-06-04 12:19:44
770,771,1,2011-06-04 12:40:15
842,830,1,2011-06-04 12:42:37
830,842,1,2011-06-04 12:43:29
295,865,3,2011-06-04 12:45:14
374,838,1,2011-06-04 12:54:18
838,374,2,2011-06-04 13:01:07
844,775,1,2011-06-04 13:40:21
857,856,1,2011-06-04 13:40:57
832,687,3,2011-06-04 14:43:13
687,832,2,2011-06-04 14:43:13
832,866,3,2011-06-04 14:43:31
866,832,2,2011-06-04 14:44:34
866,755,1,2011-06-04 14:44:39
171,283,2,2011-06-04 15:36:11
687,867,1,2011-06-04 15:41:34
867,687,1,2011-06-04 15:42:10
832,868,3,2011-06-04 15:52:24
868,832,3,2011-06-04 15:53:29
35,862,1,2011-06-04 16:12:44
862,869,1,2011-06-04 16:16:25
869,862,1,2011-06-04 16:16:39
283,171,2,2011-06-04 16:16:40
862,35,1,2011-06-04 16:25:27
283,479,2,2011-06-04 16:27:26
479,283,2,2011-06-04 16:28:15
346,870,1,2011-06-04 16:35:57
779,770,1,2011-06-04 16:39:35
770,779,1,2011-06-04 16:39:36
864,871,2,2011-06-04 16:45:18
871,864,2,2011-06-04 16:45:48
832,872,3,2011-06-04 17:12:54
872,832,3,2011-06-04 17:13:08
870,346,1,2011-06-04 17:21:15
832,873,3,2011-06-04 17:31:17
873,832,3,2011-06-04 17:32:43
283,295,5,2011-06-04 17:41:26
295,283,5,2011-06-04 17:41:49
535,104,5,2011-06-04 17:43:37
779,537,2,2011-06-04 17:45:38
418,283,1,2011-06-04 17:46:46
475,874,2,2011-06-04 17:56:15
874,475,2,2011-06-04 17:56:51
864,875,2,2011-06-04 18:16:02
875,864,2,2011-06-04 18:16:41
862,770,1,2011-06-04 18:25:57
770,862,1,2011-06-04 18:28:42
862,876,1,2011-06-04 18:35:21
862,732,1,2011-06-04 18:37:01
732,862,2,2011-06-04 18:37:21
283,418,2,2011-06-04 18:42:02
862,735,1,2011-06-04 18:47:36
735,862,1,2011-06-04 18:47:49
733,763,1,2011-06-04 18:49:13
862,13,1,2011-06-04 18:57:39
13,862,1,2011-06-04 18:58:45
283,606,2,2011-06-04 19:04:16
862,877,1,2011-06-04 19:04:20
798,862,1,2011-06-04 19:07:48
862,798,1,2011-06-04 19:07:50
523,535,1,2011-06-04 19:15:13
535,523,2,2011-06-04 19:16:24
606,283,1,2011-06-04 19:23:59
877,862,1,2011-06-04 19:26:37
687,851,1,2011-06-04 19:28:15
13,775,1,2011-06-04 19:34:19
775,13,1,2011-06-04 19:34:51
876,862,1,2011-06-04 19:36:31
866,687,1,2011-06-04 19:59:41
687,866,1,2011-06-04 20:00:09
374,545,2,2011-06-04 20:36:09
7,878,2,2011-06-04 20:50:57
878,7,2,2011-06-04 20:51:51
866,879,2,2011-06-04 20:55:56
879,866,2,2011-06-04 20:57:03
725,875,1,2011-06-04 21:23:35
875,725,1,2011-06-04 21:24:07
832,880,3,2011-06-04 21:26:48
547,592,2,2011-06-04 21:54:35
592,547,2,2011-06-04 21:56:12
832,824,3,2011-06-04 22:12:31
880,832,3,2011-06-04 22:15:55
696,883,1,2011-06-04 22:27:29
882,884,2,2011-06-04 22:30:49
884,882,2,2011-06-04 22:33:06
883,696,1,2011-06-04 22:46:29
578,874,1,2011-06-04 22:55:45
874,578,1,2011-06-04 22:56:50
13,699,1,2011-06-04 23:19:16
699,13,1,2011-06-04 23:20:57
735,725,3,2011-06-04 23:29:33
725,735,3,2011-06-04 23:30:04
824,832,3,2011-06-04 23:34:10
824,770,4,2011-06-04 23:34:42
802,886,1,2011-06-04 23:40:14
886,802,1,2011-06-04 23:41:45
13,887,1,2011-06-04 23:47:35
887,13,1,2011-06-04 23:48:06
418,888,1,2011-06-05 00:12:09
687,865,1,2011-06-05 00:35:48
865,687,1,2011-06-05 00:36:11
150,735,1,2011-06-05 00:40:15
621,775,3,2011-06-05 00:45:50
171,714,2,2011-06-05 01:16:49
714,171,1,2011-06-05 01:17:01
537,890,2,2011-06-05 02:16:10
832,583,3,2011-06-05 02:20:41
832,617,3,2011-06-05 02:27:21
583,832,1,2011-06-05 02:29:55
818,768,1,2011-06-05 03:11:41
768,818,1,2011-06-05 03:11:52
687,416,1,2011-06-05 03:27:29
416,687,1,2011-06-05 03:27:59
742,284,1,2011-06-05 03:30:32
284,742,1,2011-06-05 03:30:43
770,546,2,2011-06-05 03:43:17
546,770,2,2011-06-05 03:45:35
535,202,2,2011-06-05 04:07:30
29,891,1,2011-06-05 04:57:56
891,29,1,2011-06-05 04:59:40
7,892,3,2011-06-05 05:50:03
97,893,2,2011-06-05 06:23:59
893,97,1,2011-06-05 06:25:06
768,638,1,2011-06-05 06:52:39
725,295,1,2011-06-05 07:08:39
635,152,1,2011-06-05 07:16:26
295,725,3,2011-06-05 07:25:36
687,480,1,2011-06-05 07:34:21
480,687,2,2011-06-05 07:37:17
888,418,1,2011-06-05 07:37:43
732,494,2,2011-06-05 07:56:09
494,732,1,2011-06-05 07:56:29
13,537,1,2011-06-05 08:30:53
537,13,1,2011-06-05 08:31:16
732,822,2,2011-06-05 08:42:17
480,894,1,2011-06-05 08:50:24
894,480,1,2011-06-05 08:52:51
638,768,1,2011-06-05 09:33:44
732,895,-1,2011-06-05 10:42:15
775,896,1,2011-06-05 11:23:56
775,537,1,2011-06-05 11:25:18
13,56,1,2011-06-05 12:14:22
56,13,1,2011-06-05 12:15:07
383,775,1,2011-06-05 12:38:40
775,383,1,2011-06-05 12:41:24
654,13,1,2011-06-05 12:44:12
13,654,1,2011-06-05 12:45:01
534,897,1,2011-06-05 13:01:26
849,566,1,2011-06-05 14:03:17
566,849,1,2011-06-05 14:08:07
832,898,3,2011-06-05 14:13:20
898,832,3,2011-06-05 14:16:46
732,899,2,2011-06-05 14:21:33
899,732,2,2011-06-05 14:22:08
654,900,1,2011-06-05 14:32:58
900,654,1,2011-06-05 14:36:26
742,535,2,2011-06-05 14:58:43
535,742,2,2011-06-05 15:00:21
617,832,2,2011-06-05 15:17:18
775,621,3,2011-06-05 15:25:07
227,273,1,2011-06-05 16:18:36
273,227,1,2011-06-05 16:26:41
802,901,1,2011-06-05 16:29:59
295,902,5,2011-06-05 16:31:17
901,802,2,2011-06-05 16:32:37
742,902,1,2011-06-05 16:35:16
902,742,1,2011-06-05 16:38:24
902,903,1,2011-06-05 16:39:33
707,762,5,2011-06-05 17:14:06
762,707,5,2011-06-05 17:14:59
26,780,2,2011-06-05 17:17:26
64,882,1,2011-06-05 17:19:24
507,415,2,2011-06-05 17:31:09
64,633,1,2011-06-05 17:32:14
523,879,1,2011-06-05 17:32:23
879,523,1,2011-06-05 17:32:46
523,904,1,2011-06-05 17:33:02
904,523,1,2011-06-05 17:33:35
633,64,1,2011-06-05 18:05:50
906,732,2,2011-06-05 18:19:54
180,206,1,2011-06-05 18:22:00
206,180,1,2011-06-05 18:25:33
418,742,2,2011-06-05 18:31:01
742,418,2,2011-06-05 18:31:49
802,832,2,2011-06-05 18:35:21
832,802,3,2011-06-05 18:36:07
906,907,3,2011-06-05 18:44:03
144,775,1,2011-06-05 18:52:28
775,144,1,2011-06-05 19:03:09
907,900,5,2011-06-05 19:12:52
900,907,5,2011-06-05 19:13:19
802,378,2,2011-06-05 19:29:46
378,802,1,2011-06-05 19:30:03
907,207,1,2011-06-05 19:44:39
418,775,2,2011-06-05 20:36:53
775,418,2,2011-06-05 20:38:46
762,908,1,2011-06-05 21:26:22
832,775,3,2011-06-05 21:26:22
908,762,1,2011-06-05 21:26:33
64,910,1,2011-06-05 21:26:38
64,238,1,2011-06-05 21:26:43
7,753,2,2011-06-05 21:32:31
753,7,2,2011-06-05 21:32:55
792,7,1,2011-06-05 21:36:12
7,792,1,2011-06-05 21:37:04
238,64,1,2011-06-05 21:38:34
908,911,1,2011-06-05 21:39:53
911,908,10,2011-06-05 21:42:48
911,548,10,2011-06-05 21:43:00
911,832,10,2011-06-05 21:43:36
732,912,2,2011-06-05 21:58:06
227,396,2,2011-06-05 22:09:45
396,227,1,2011-06-05 22:11:28
912,732,2,2011-06-05 22:35:02
732,913,2,2011-06-05 22:35:34
913,732,2,2011-06-05 22:35:59
903,902,1,2011-06-05 22:41:00
838,545,1,2011-06-05 22:46:00
909,908,3,2011-06-05 22:46:13
908,909,2,2011-06-05 22:46:26
832,886,3,2011-06-05 22:50:09
742,238,2,2011-06-05 22:54:02
238,742,3,2011-06-05 22:54:07
906,238,1,2011-06-05 22:59:54
480,537,1,2011-06-05 23:23:50
537,480,1,2011-06-05 23:23:53
64,658,1,2011-06-05 23:41:18
658,64,1,2011-06-05 23:41:38
561,914,1,2011-06-06 00:00:26
914,561,1,2011-06-06 00:10:29
912,915,5,2011-06-06 00:20:42
915,912,5,2011-06-06 00:25:01
906,405,2,2011-06-06 00:37:03
915,770,4,2011-06-06 01:02:32
480,916,1,2011-06-06 01:02:44
916,480,1,2011-06-06 01:07:13
832,714,3,2011-06-06 01:07:18
33,714,1,2011-06-06 01:36:33
714,33,2,2011-06-06 01:37:07
770,915,4,2011-06-06 01:40:38
712,104,2,2011-06-06 02:19:31
1,545,1,2011-06-06 02:23:24
545,1,1,2011-06-06 02:24:48
908,804,1,2011-06-06 03:28:28
268,383,4,2011-06-06 03:51:54
268,300,4,2011-06-06 03:53:26
714,791,2,2011-06-06 04:07:09
908,917,1,2011-06-06 04:08:54
791,714,2,2011-06-06 04:22:12
522,918,1,2011-06-06 04:22:53
918,522,1,2011-06-06 04:23:39
537,781,1,2011-06-06 04:45:37
798,832,2,2011-06-06 05:05:10
917,908,1,2011-06-06 05:08:59
495,835,1,2011-06-06 05:14:45
835,495,1,2011-06-06 05:14:49
908,523,1,2011-06-06 05:18:10
523,908,1,2011-06-06 05:21:21
547,687,1,2011-06-06 05:56:57
547,480,2,2011-06-06 05:57:38
687,547,1,2011-06-06 06:00:20
908,919,1,2011-06-06 06:11:54
480,547,2,2011-06-06 06:15:45
919,908,1,2011-06-06 06:24:18
295,920,3,2011-06-06 06:39:04
824,480,5,2011-06-06 08:19:38
480,824,2,2011-06-06 08:35:20
725,920,2,2011-06-06 08:49:20
921,920,2,2011-06-06 09:25:06
725,922,1,2011-06-06 09:48:11
922,725,1,2011-06-06 09:48:34
922,658,1,2011-06-06 10:00:59
658,922,1,2011-06-06 10:01:19
906,523,4,2011-06-06 10:23:23
125,924,1,2011-06-06 10:45:02
924,125,1,2011-06-06 10:46:56
770,658,2,2011-06-06 11:06:05
838,36,1,2011-06-06 11:08:07
658,770,2,2011-06-06 11:09:29
36,838,1,2011-06-06 11:13:43
707,614,1,2011-06-06 11:46:58
383,891,1,2011-06-06 12:11:37
468,925,3,2011-06-06 12:15:23
925,468,4,2011-06-06 12:18:47
891,383,1,2011-06-06 12:18:49
770,926,2,2011-06-06 12:38:36
926,770,2,2011-06-06 12:42:35
346,775,2,2011-06-06 12:49:20
644,418,1,2011-06-06 13:12:22
418,644,1,2011-06-06 13:12:44
770,927,2,2011-06-06 13:19:15
927,770,2,2011-06-06 13:19:51
770,928,2,2011-06-06 13:24:57
654,929,1,2011-06-06 13:44:22
202,906,2,2011-06-06 13:51:30
906,202,6,2011-06-06 13:51:57
770,735,2,2011-06-06 14:03:13
929,654,1,2011-06-06 14:09:52
735,770,3,2011-06-06 14:14:12
906,7,2,2011-06-06 14:20:34
930,418,1,2011-06-06 14:27:14
867,908,2,2011-06-06 15:53:28
838,931,6,2011-06-06 15:55:00
931,838,6,2011-06-06 15:56:04
767,546,1,2011-06-06 16:03:42
546,767,2,2011-06-06 16:05:28
838,35,2,2011-06-06 16:08:36
767,933,1,2011-06-06 16:11:52
908,929,1,2011-06-06 16:40:36
929,908,1,2011-06-06 16:45:13
95,931,1,2011-06-06 16:50:47
933,767,1,2011-06-06 16:52:19
931,95,1,2011-06-06 17:14:15
576,462,3,2011-06-06 17:15:39
775,346,2,2011-06-06 17:16:15
908,928,1,2011-06-06 17:19:44
928,908,1,2011-06-06 17:21:07
732,906,-1,2011-06-06 17:28:28
144,805,1,2011-06-06 17:46:54
235,934,1,2011-06-06 17:50:53
805,144,1,2011-06-06 17:51:01
934,235,1,2011-06-06 17:51:32
928,770,1,2011-06-06 17:55:56
842,832,1,2011-06-06 19:10:27
374,775,1,2011-06-06 19:20:18
579,273,1,2011-06-06 19:35:12
273,579,1,2011-06-06 19:35:25
828,545,1,2011-06-06 19:39:58
443,936,2,2011-06-06 19:44:59
775,374,1,2011-06-06 20:20:09
178,937,1,2011-06-06 20:23:52
937,178,2,2011-06-06 20:26:20
885,853,2,2011-06-06 20:30:57
775,832,1,2011-06-06 20:32:03
853,885,2,2011-06-06 20:38:15
927,832,3,2011-06-06 20:43:28
832,927,3,2011-06-06 20:44:14
405,906,-10,2011-06-06 20:50:04
832,906,-10,2011-06-06 20:54:31
238,906,-10,2011-06-06 21:12:06
475,525,2,2011-06-06 21:14:22
525,475,2,2011-06-06 21:15:36
768,576,3,2011-06-06 21:33:33
576,768,1,2011-06-06 21:50:45
907,906,-10,2011-06-06 22:44:41
780,26,2,2011-06-06 22:44:42
938,923,1,2011-06-06 22:52:07
908,939,1,2011-06-06 23:15:54
95,940,1,2011-06-06 23:20:49
939,908,1,2011-06-06 23:21:21
742,144,1,2011-06-06 23:55:04
838,942,1,2011-06-07 00:00:46
627,39,1,2011-06-07 00:07:13
885,903,2,2011-06-07 00:15:29
903,885,1,2011-06-07 00:16:29
687,928,1,2011-06-07 00:25:19
943,944,3,2011-06-07 00:42:57
944,943,3,2011-06-07 00:58:33
923,920,10,2011-06-07 02:28:02
735,19,1,2011-06-07 02:29:52
284,854,1,2011-06-07 02:50:41
885,946,2,2011-06-07 02:54:25
946,885,3,2011-06-07 03:14:32
897,534,5,2011-06-07 03:33:52
897,535,5,2011-06-07 03:35:49
801,947,2,2011-06-07 04:01:39
947,801,2,2011-06-07 04:07:24
889,443,3,2011-06-07 04:47:59
443,889,1,2011-06-07 04:48:22
125,108,1,2011-06-07 07:29:26
941,23,5,2011-06-07 07:53:32
7,948,2,2011-06-07 08:07:38
948,7,2,2011-06-07 08:14:01
795,35,1,2011-06-07 08:14:12
35,795,1,2011-06-07 08:15:27
614,707,2,2011-06-07 08:24:05
937,26,2,2011-06-07 08:56:32
26,937,2,2011-06-07 08:57:46
202,948,1,2011-06-07 09:27:18
948,202,1,2011-06-07 09:28:30
799,949,2,2011-06-07 10:12:10
374,950,1,2011-06-07 11:13:23
950,374,1,2011-06-07 11:24:31
261,951,1,2011-06-07 12:02:39
951,261,1,2011-06-07 12:03:02
714,725,3,2011-06-07 12:33:16
735,832,5,2011-06-07 12:54:13
346,931,1,2011-06-07 12:55:47
922,894,10,2011-06-07 13:39:46
726,832,1,2011-06-07 14:02:14
726,880,3,2011-06-07 14:05:16
880,726,3,2011-06-07 14:05:45
917,952,2,2011-06-07 15:17:03
952,917,2,2011-06-07 15:17:04
125,171,1,2011-06-07 15:22:21
171,125,1,2011-06-07 15:22:29
399,273,1,2011-06-07 15:54:21
273,399,1,2011-06-07 15:56:05
714,832,4,2011-06-07 17:04:28
757,954,1,2011-06-07 17:54:17
954,757,1,2011-06-07 17:57:34
931,346,2,2011-06-07 18:25:01
757,104,2,2011-06-07 18:28:05
416,832,1,2011-06-07 18:28:57
832,416,3,2011-06-07 18:29:25
104,757,2,2011-06-07 18:29:47
932,928,1,2011-06-07 18:30:28
