Id,Label,timeset,pageranks,modularity_class
1289,,,0.000233,17
1290,,,0.000279,4
1291,,,0.000122,4
1267,,,0.000458,10
1292,,,0.000151,4
1293,,,0.000082,4
1294,,,0.000052,0
1295,,,0.000209,0
1296,,,0.000088,4
1297,,,0.000056,4
1298,,,0.000055,4
1299,,,0.000095,4
1300,,,0.000083,4
1301,,,0.000147,4
1302,,,0.000236,4
1304,,,0.000062,4
1305,,,0.000052,0
1306,,,0.000113,3
1307,,,0.000093,18
1308,,,0.000086,4
1309,,,0.000076,18
1310,,,0.000107,4
1311,,,0.000076,18
1312,,,0.000424,0
1286,,,0.000133,0
1303,,,0.000052,10
1313,,,0.000065,18
1314,,,0.000052,0
1315,,,0.000151,4
1316,,,0.000911,10
1317,,,0.002351,10
1318,,,0.000405,11
1319,,,0.000138,4
1320,,,0.000087,9
1321,,,0.000054,4
1322,,,0.000228,4
1323,,,0.000063,4
1324,,,0.000104,3
1325,,,0.000162,4
1326,,,0.00006,4
1328,,,0.000147,4
1329,,,0.00006,9
1327,,,0.000126,9
1330,,,0.000063,4
1331,,,0.00032,10
1332,,,0.000245,4
1333,,,0.000063,4
1115,,,0.00007,10
1335,,,0.000057,4
1336,,,0.000061,0
1337,,,0.000077,0
1334,,,0.003109,10
1338,,,0.000099,4
1340,,,0.000054,13
1341,,,0.000075,0
1342,,,0.000073,10
1343,,,0.000061,4
1344,,,0.000087,0
1345,,,0.000236,4
1346,,,0.000086,4
1347,,,0.000052,4
1348,,,0.000739,10
1349,,,0.000172,0
1350,,,0.000065,0
1351,,,0.000056,4
1352,,,0.00225,4
1353,,,0.000282,10
1354,,,0.00018,4
1355,,,0.000084,0
1356,,,0.000082,0
1357,,,0.00015,0
1358,,,0.000161,4
1359,,,0.000107,4
1360,,,0.000055,10
1361,,,0.000052,0
1362,,,0.000082,0
1363,,,0.000804,11
1364,,,0.000057,10
1365,,,0.000065,0
1366,,,0.000939,10
1367,,,0.000055,10
1368,,,0.000538,4
1369,,,0.000097,10
1370,,,0.000124,10
1371,,,0.000065,4
1372,,,0.000056,10
1373,,,0.000063,4
1374,,,0.000081,4
1377,,,0.00046,4
1378,,,0.000065,4
1379,,,0.000184,4
1380,,,0.000085,4
1381,,,0.000062,4
1382,,,0.000052,0
1383,,,0.002151,10
1384,,,0.000184,10
1385,,,0.000083,10
1387,,,0.000065,4
1388,,,0.000065,4
1390,,,0.000065,4
1391,,,0.000085,10
1393,,,0.000106,10
1392,,,0.000071,10
1394,,,0.000298,10
1395,,,0.00005,4
1397,,,0.000054,10
1399,,,0.000058,4
1396,,,0.00271,10
1389,,,0.00008,4
1400,,,0.000314,10
1401,,,0.000126,4
1402,,,0.000124,10
1403,,,0.000405,18
1375,,,0.000132,10
1404,,,0.000096,13
1405,,,0.000052,0
1406,,,0.000157,0
1407,,,0.000061,4
1408,,,0.000062,4
1409,,,0.000056,4
1410,,,0.000123,4
1411,,,0.000086,4
1412,,,0.000401,10
1413,,,0.000186,10
1414,,,0.000052,0
1415,,,0.000077,4
1376,,,0.000184,4
1416,,,0.000056,4
1417,,,0.000099,4
1418,,,0.000062,4
1419,,,0.000054,10
1420,,,0.000141,0
1421,,,0.000049,10
1422,,,0.000073,4
1423,,,0.000056,4
1424,,,0.000056,4
1425,,,0.000061,4
1426,,,0.000102,0
1427,,,0.000096,4
1428,,,0.000057,4
1429,,,0.000056,4
1430,,,0.000056,4
1431,,,0.000052,10
1432,,,0.000128,0
1433,,,0.000089,0
1434,,,0.000052,0
1435,,,0.000081,4
1436,,,0.000123,4
1439,,,0.000147,13
1440,,,0.000052,0
1441,,,0.000081,0
1442,,,0.000084,4
1438,,,0.000105,4
1203,,,0.000061,4
1444,,,0.000082,4
1445,,,0.000052,0
1443,,,0.00008,4
1446,,,0.000066,0
1447,,,0.000119,18
1386,,,0.00282,10
1448,,,0.000063,10
1449,,,0.000063,4
1450,,,0.000052,0
1451,,,0.000216,10
1452,,,0.000052,0
1453,,,0.000255,10
1454,,,0.000061,4
1455,,,0.000061,10
1456,,,0.000101,10
1457,,,0.00007,10
1458,,,0.000173,0
1459,,,0.000052,0
1460,,,0.000052,0
1461,,,0.000136,3
1462,,,0.000104,0
1464,,,0.000182,10
1465,,,0.000197,4
1466,,,0.000057,4
1467,,,0.000062,4
1468,,,0.000079,10
1470,,,0.000049,10
1471,,,0.000174,18
1472,,,0.000072,0
1473,,,0.000362,10
1474,,,0.000052,0
1475,,,0.000084,10
1476,,,0.000088,10
1477,,,0.00028,10
1463,,,0.000102,10
1478,,,0.000318,10
1479,,,0.000065,10
1480,,,0.0001,4
1481,,,0.000061,0
1482,,,0.000123,10
1483,,,0.000052,0
1484,,,0.000052,0
1486,,,0.00014,10
1488,,,0.000049,10
1489,,,0.000045,4
1490,,,0.000266,10
1491,,,0.000055,18
1493,,,0.000055,18
1494,,,0.000052,10
1437,,,0.000314,0
1492,,,0.000103,0
1495,,,0.000065,10
1496,,,0.000049,10
1497,,,0.000052,0
1498,,,0.000052,0
1500,,,0.000074,4
1487,,,0.000548,10
1501,,,0.000057,4
1502,,,0.000583,10
1503,,,0.000061,4
1505,,,0.000052,0
1499,,,0.000636,10
1506,,,0.000067,0
1507,,,0.000088,10
1508,,,0.00058,10
1509,,,0.000054,10
1510,,,0.000129,10
1504,,,0.000107,10
1511,,,0.000061,17
1513,,,0.000173,10
1514,,,0.000108,10
1512,,,0.00042,4
1469,,,0.000108,10
1517,,,0.000158,10
1518,,,0.000086,10
1519,,,0.000068,10
1520,,,0.000103,10
1521,,,0.000136,10
1522,,,0.000071,10
1523,,,0.000052,0
1524,,,0.000063,10
1525,,,0.000152,10
1526,,,0.000142,10
1516,,,0.000049,10
1527,,,0.000143,10
1528,,,0.000512,10
1529,,,0.000718,10
1530,,,0.000049,10
1531,,,0.000049,18
1532,,,0.000051,10
1533,,,0.000069,10
1534,,,0.000052,0
1535,,,0.000116,18
1536,,,0.000049,10
1537,,,0.000052,10
1538,,,0.000055,10
1539,,,0.00032,10
1540,,,0.000052,0
1541,,,0.000171,10
1542,,,0.000073,10
1543,,,0.001065,10
1544,,,0.000131,10
1545,,,0.000059,4
1546,,,0.000099,10
1547,,,0.000052,0
1548,,,0.000417,10
1549,,,0.000061,0
1550,,,0.00014,18
1551,,,0.000055,4
1552,,,0.000052,0
1553,,,0.000049,10
1554,,,0.000101,10
1555,,,0.001296,10
1556,,,0.000335,10
1557,,,0.000395,13
1558,,,0.000052,0
1559,,,0.000093,3
1560,,,0.000052,0
1561,,,0.000052,0
1562,,,0.000734,10
1564,,,0.000055,10
1568,,,0.000415,10
1569,,,0.000054,10
1570,,,0.000056,10
1571,,,0.000063,10
1567,,,0.000035,4
1572,,,0.000061,11
1573,,,0.000077,10
1575,,,0.000073,10
1566,,,0.002422,10
1577,,,0.000059,10
1578,,,0.000052,11
1579,,,0.000176,0
1580,,,0.000056,10
1574,,,0.000083,10
1581,,,0.000052,0
1582,,,0.000071,10
1583,,,0.000084,10
1584,,,0.000415,10
1576,,,0.000307,10
1585,,,0.001627,10
1586,,,0.000075,10
1587,,,0.000073,10
1588,,,0.000057,10
1589,,,0.000052,10
1590,,,0.00011,0
1593,,,0.000131,10
1594,,,0.000052,0
1596,,,0.000152,10
1597,,,0.000074,0
1598,,,0.000075,10
1599,,,0.000052,10
1600,,,0.000104,11
1601,,,0.000052,0
1595,,,0.000112,10
1602,,,0.000061,4
1603,,,0.000052,10
1604,,,0.000047,10
1606,,,0.000051,10
1605,,,0.000111,10
1608,,,0.000074,10
1609,,,0.00009,4
1610,,,0.000052,11
1611,,,0.000188,0
1613,,,0.000052,0
1607,,,0.000075,10
1614,,,0.000057,10
1615,,,0.001599,10
1616,,,0.000104,10
1617,,,0.000057,10
1515,,,0.000074,0
1591,,,0.000255,10
1618,,,0.000108,10
1619,,,0.000072,11
1620,,,0.000775,10
1621,,,0.000069,10
1622,,,0.000061,0
1623,,,0.000077,10
1624,,,0.00029,13
1592,,,0.000061,4
1625,,,0.000074,0
1626,,,0.000081,10
1627,,,0.000052,0
1628,,,0.000175,10
1629,,,0.000953,10
1631,,,0.000057,4
1632,,,0.000051,10
1633,,,0.000073,13
1634,,,0.000082,10
1635,,,0.000085,0
1636,,,0.00031,10
1637,,,0.000068,10
1639,,,0.000277,18
1640,,,0.000052,0
1641,,,0.00006,10
1642,,,0.000073,10
1643,,,0.000057,4
1565,,,0.001859,10
1644,,,0.000069,0
1645,,,0.000084,0
1646,,,0.000057,10
1647,,,0.000159,10
1648,,,0.000141,18
1651,,,0.000072,12
1653,,,0.000208,10
1654,,,0.000109,10
1655,,,0.000113,10
1659,,,0.000057,10
1660,,,0.000073,10
1661,,,0.00005,10
1612,,,0.000804,18
1662,,,0.000134,10
1663,,,0.000054,10
1630,,,0.000051,10
1664,,,0.00015,10
1665,,,0.000111,10
1666,,,0.00014,13
1668,,,0.000079,10
1669,,,0.000239,0
1670,,,0.00067,10
1671,,,0.000051,10
1672,,,0.000085,10
1657,,,0.00023,10
1649,,,0.000052,0
1673,,,0.000084,0
1667,,,0.000084,10
1674,,,0.000201,10
1675,,,0.001134,10
1676,,,0.000133,10
1677,,,0.000449,10
1678,,,0.000052,0
1679,,,0.000053,10
1658,,,0.000052,10
1681,,,0.000049,10
1682,,,0.000049,10
1683,,,0.000057,10
1684,,,0.000061,10
1685,,,0.000152,10
1686,,,0.000266,10
1687,,,0.000069,10
1688,,,0.000081,10
1689,,,0.000343,18
1690,,,0.000718,10
1691,,,0.000052,0
1692,,,0.000065,10
1650,,,0.000134,10
1693,,,0.000987,10
1694,,,0.000052,0
1696,,,0.00005,10
1697,,,0.000128,17
1698,,,0.000057,10
1699,,,0.000052,0
1700,,,0.000153,10
1701,,,0.000399,10
1702,,,0.000118,10
1703,,,0.000138,0
1704,,,0.000122,10
1706,,,0.000049,10
1707,,,0.000054,10
1708,,,0.000068,10
1709,,,0.000052,0
1710,,,0.000049,10
1705,,,0.000051,10
1712,,,0.000099,0
1713,,,0.000205,10
1714,,,0.000757,10
1715,,,0.000092,10
1716,,,0.000054,10
1718,,,0.000054,10
1721,,,0.000076,10
1717,,,0.000061,4
1723,,,0.000069,4
1724,,,0.000066,0
1725,,,0.000192,10
1726,,,0.00008,4
1727,,,0.000166,13
1728,,,0.000052,10
1729,,,0.000073,10
1732,,,0.000052,0
1733,,,0.000234,10
1734,,,0.000052,0
1735,,,0.000618,4
1736,,,0.000227,10
1737,,,0.000137,0
1738,,,0.000075,10
1739,,,0.000054,10
1740,,,0.000078,10
1731,,,0.001681,10
1741,,,0.000069,0
1742,,,0.000035,4
1720,,,0.0001,10
1743,,,0.000338,13
1711,,,0.000051,10
1747,,,0.000083,10
1748,,,0.000059,4
1746,,,0.000415,10
1749,,,0.000055,4
1750,,,0.000068,10
1751,,,0.000211,10
1752,,,0.000452,10
1754,,,0.00038,10
1744,,,0.001982,10
1756,,,0.000143,10
1757,,,0.000232,10
1758,,,0.000055,10
1759,,,0.000049,10
1695,,,0.000049,10
1760,,,0.000051,10
1745,,,0.000059,4
1761,,,0.000059,4
1762,,,0.000089,10
1763,,,0.000074,10
1755,,,0.000154,10
1765,,,0.000318,10
1766,,,0.000054,10
1767,,,0.000071,17
1768,,,0.000051,10
1770,,,0.000055,4
1771,,,0.002363,10
1769,,,0.000308,10
1772,,,0.000086,10
1773,,,0.000165,10
1775,,,0.000098,10
1776,,,0.000073,10
1777,,,0.000075,13
1778,,,0.000165,10
1730,,,0.000056,10
1722,,,0.000072,10
1780,,,0.000073,10
1764,,,0.000796,10
1779,,,0.000221,10
1782,,,0.000092,10
1784,,,0.000052,4
1785,,,0.000094,10
1786,,,0.00007,12
1787,,,0.000059,10
1789,,,0.00007,10
1788,,,0.000407,10
1790,,,0.000131,10
1792,,,0.000211,10
1791,,,0.000055,10
1794,,,0.000094,10
1796,,,0.000052,0
1797,,,0.000072,10
1798,,,0.000088,10
1799,,,0.000109,10
1800,,,0.000147,10
1801,,,0.000059,10
1802,,,0.001312,10
1803,,,0.000163,10
1795,,,0.000052,0
1804,,,0.00008,10
1680,,,0.000059,10
1805,,,0.000062,10
1806,,,0.000252,10
1807,,,0.000059,10
1808,,,0.000094,10
1809,,,0.000133,10
1753,,,0.000281,10
1811,,,0.000213,10
1812,,,0.000052,0
1813,,,0.000049,10
1814,,,0.000051,10
1816,,,0.000055,10
1817,,,0.000113,10
1818,,,0.000055,10
1819,,,0.000402,10
1821,,,0.000059,4
1822,,,0.000055,10
1820,,,0.000144,10
1774,,,0.000102,4
1823,,,0.000074,13
1824,,,0.000061,10
1825,,,0.000059,10
1826,,,0.000088,10
1827,,,0.00009,0
1828,,,0.000061,6
1829,,,0.000204,10
1830,,,0.000059,10
1793,,,0.000077,10
1831,,,0.000059,4
1832,,,0.00198,18
1833,,,0.000068,10
1834,,,0.000076,10
1835,,,0.000059,4
1836,,,0.000052,0
1837,,,0.00007,11
1838,,,0.000092,11
1810,,,0.006968,11
1839,,,0.000149,10
1840,,,0.000601,10
1841,,,0.000052,11
1842,,,0.000083,10
1843,,,0.000388,0
1844,,,0.000155,4
1845,,,0.000116,10
1846,,,0.000591,10
1847,,,0.000076,10
1719,,,0.000215,10
1656,,,0.000612,10
1848,,,0.00005,11
1849,,,0.000159,11
1850,,,0.000517,18
1851,,,0.000148,12
1852,,,0.000062,10
1853,,,0.000095,10
1854,,,0.000053,4
1855,,,0.000073,10
1856,,,0.000104,10
1857,,,0.000067,0
1858,,,0.000057,4
1859,,,0.000275,10
1860,,,0.001322,10
1861,,,0.000073,11
1862,,,0.000062,10
1863,,,0.000061,0
1864,,,0.00013,6
1865,,,0.000062,10
1867,,,0.000094,10
1866,,,0.000062,10
1868,,,0.000061,6
1869,,,0.000052,0
1870,,,0.000057,4
1871,,,0.000087,10
1873,,,0.000315,10
1874,,,0.000062,10
1875,,,0.000062,10
1876,,,0.000187,10
1872,,,0.000142,10
1877,,,0.000071,11
1878,,,0.000165,10
1879,,,0.00013,18
1880,,,0.000087,10
1881,,,0.000054,10
1882,,,0.000062,10
1883,,,0.000052,10
1884,,,0.000079,0
1885,,,0.000479,10
1886,,,0.000122,11
1887,,,0.000051,10
1888,,,0.000124,10
1889,,,0.000102,11
1891,,,0.000067,4
1892,,,0.000162,10
1894,,,0.000137,0
1895,,,0.000051,10
1896,,,0.000438,10
1897,,,0.000052,0
1898,,,0.000085,0
1899,,,0.002965,10
1900,,,0.000089,0
1901,,,0.000067,10
1902,,,0.000071,10
1903,,,0.000067,4
1904,,,0.000062,10
1905,,,0.000336,10
1906,,,0.000121,10
1907,,,0.000085,10
1908,,,0.000086,10
1909,,,0.000052,10
1910,,,0.000052,10
1911,,,0.000138,10
1913,,,0.000094,10
1914,,,0.000067,4
1915,,,0.000106,18
1916,,,0.000561,18
1917,,,0.000099,10
1918,,,0.00012,10
1919,,,0.000266,18
1920,,,0.000074,11
1921,,,0.00092,10
1922,,,0.000527,10
1923,,,0.000146,10
1924,,,0.000053,10
1925,,,0.000052,10
1926,,,0.000052,0
1927,,,0.000053,10
1912,,,0.000418,10
1928,,,0.000052,0
1929,,,0.000063,10
1931,,,0.000096,10
1890,,,0.000395,10
1930,,,0.00005,11
1932,,,0.000061,6
1933,,,0.000241,14
1934,,,0.000068,10
1935,,,0.000059,10
1936,,,0.000089,10
1937,,,0.000236,10
1940,,,0.000102,10
1941,,,0.000053,10
1942,,,0.000068,10
1893,,,0.000183,0
1943,,,0.000078,10
1944,,,0.000091,10
1945,,,0.000085,12
1946,,,0.000112,13
1947,,,0.000469,17
1949,,,0.000088,10
1950,,,0.00005,11
1951,,,0.000161,10
1952,,,0.00005,11
1953,,,0.005083,12
1955,,,0.000219,10
1956,,,0.000153,10
1957,,,0.000148,0
1958,,,0.000065,12
1959,,,0.000052,0
1960,,,0.000074,10
1961,,,0.000058,10
1962,,,0.000057,4
1938,,,0.000156,18
1963,,,0.000053,10
1964,,,0.000283,10
1965,,,0.000053,10
1966,,,0.000095,12
1967,,,0.000578,10
1968,,,0.000127,4
1969,,,0.000089,4
1783,,,0.000051,10
1970,,,0.000079,0
1971,,,0.000232,18
1972,,,0.000093,10
1973,,,0.000152,10
1974,,,0.000083,0
1976,,,0.000178,13
1977,,,0.000112,0
1978,,,0.000118,0
1979,,,0.000059,10
1981,,,0.000191,10
1982,,,0.000057,10
1983,,,0.000052,0
1984,,,0.000118,4
1985,,,0.000061,0
1980,,,0.000061,0
1986,,,0.000122,10
1987,,,0.000057,10
1988,,,0.000101,10
1989,,,0.000075,12
1990,,,0.000228,10
1991,,,0.000434,10
1992,,,0.000132,10
1993,,,0.000104,10
1994,,,0.000154,0
1995,,,0.000055,10
3598,,,0.001609,18
1997,,,0.000242,10
1998,,,0.000327,18
1999,,,0.000053,10
2000,,,0.000106,10
2001,,,0.00005,10
2002,,,0.000123,10
2004,,,0.000252,14
2005,,,0.000052,0
1815,,,0.000374,11
2006,,,0.000128,10
2007,,,0.000051,10
2008,,,0.000062,10
1948,,,0.000825,10
2010,,,0.000055,10
2011,,,0.00007,10
2012,,,0.000278,18
2013,,,0.000176,0
2015,,,0.000054,10
2009,,,0.000062,10
2017,,,0.000635,11
2018,,,0.000164,10
2020,,,0.000091,10
2014,,,0.000057,10
2021,,,0.000057,10
2022,,,0.000089,10
2023,,,0.00005,10
2016,,,0.000167,10
2024,,,0.000059,10
2025,,,0.000052,0
2026,,,0.000067,0
2027,,,0.000051,10
2029,,,0.000052,0
2031,,,0.000052,11
2030,,,0.000337,10
2032,,,0.000075,10
2033,,,0.000088,10
2034,,,0.000377,10
2028,,,0.006755,13
2035,,,0.000082,10
2036,,,0.000052,11
2037,,,0.000062,10
2038,,,0.000066,10
2039,,,0.000052,0
2040,,,0.000241,10
2041,,,0.000055,4
2042,,,0.000161,10
2044,,,0.000238,13
2045,,,0.002385,17
2046,,,0.000169,4
2047,,,0.000087,10
2049,,,0.00016,0
2051,,,0.000071,10
2052,,,0.000098,10
2053,,,0.000141,10
2055,,,0.00005,11
2056,,,0.00011,17
2057,,,0.000073,10
2058,,,0.000069,11
2059,,,0.000074,10
1939,,,0.000396,14
2060,,,0.000051,14
2061,,,0.00005,11
2062,,,0.000072,10
2063,,,0.001055,18
2064,,,0.000173,6
2065,,,0.000088,10
2066,,,0.000055,13
2067,,,0.002438,11
2068,,,0.00006,13
2054,,,0.000202,10
2069,,,0.000062,10
2070,,,0.000329,0
2071,,,0.000128,10
2072,,,0.000318,10
2073,,,0.000046,0
2074,,,0.000052,0
2043,,,0.000086,4
2078,,,0.000053,10
2079,,,0.000111,13
2077,,,0.00005,11
2080,,,0.000434,0
2081,,,0.000085,11
2082,,,0.000057,0
2084,,,0.000063,4
2085,,,0.000549,10
2086,,,0.000061,10
2087,,,0.000234,10
2088,,,0.000105,10
2090,,,0.000409,10
2091,,,0.000121,10
2089,,,0.000152,10
2092,,,0.000057,4
2093,,,0.000206,10
2094,,,0.000057,10
2095,,,0.000192,10
2096,,,0.000194,10
2097,,,0.000133,10
2099,,,0.000051,10
2100,,,0.000074,10
1485,,,0.000063,10
2101,,,0.000057,10
2102,,,0.000174,10
2103,,,0.000175,10
2104,,,0.000093,10
2105,,,0.000055,13
2106,,,0.000079,10
2107,,,0.000058,10
2108,,,0.000069,10
2076,,,0.000135,10
2109,,,0.000052,0
2111,,,0.000084,10
2112,,,0.000055,13
2113,,,0.000659,10
2114,,,0.000081,11
2115,,,0.000104,11
2116,,,0.000046,11
2117,,,0.000069,0
2118,,,0.000753,0
2119,,,0.000152,10
2110,,,0.001162,18
2120,,,0.00012,11
2121,,,0.000105,4
2122,,,0.000105,0
2123,,,0.000198,14
2124,,,0.000288,10
2126,,,0.000061,6
2127,,,0.0002,6
2129,,,0.000075,10
2125,,,0.003874,17
2130,,,0.000061,0
2132,,,0.000264,13
2133,,,0.000072,10
2134,,,0.000088,4
2135,,,0.000174,10
2136,,,0.000078,10
2137,,,0.000058,10
2138,,,0.000069,10
2139,,,0.000104,0
2140,,,0.000072,11
2142,,,0.000339,10
2143,,,0.000071,17
2144,,,0.000168,10
2128,,,0.000112,0
2141,,,0.000665,10
2145,,,0.000075,10
2146,,,0.000105,10
2147,,,0.000069,6
2148,,,0.000215,11
2131,,,0.000348,18
2149,,,0.000055,13
2150,,,0.000061,6
2151,,,0.000057,4
2152,,,0.000051,10
2153,,,0.000058,13
2155,,,0.00011,10
2156,,,0.000072,11
2157,,,0.000132,11
2154,,,0.000098,10
2158,,,0.000312,10
2159,,,0.000084,10
2160,,,0.00007,6
2161,,,0.000055,10
2162,,,0.000069,11
2163,,,0.000058,10
2164,,,0.000147,10
2166,,,0.000098,11
2167,,,0.000497,18
2168,,,0.000046,11
2169,,,0.000062,0
2170,,,0.000052,0
2171,,,0.000072,11
2172,,,0.000052,0
2173,,,0.001123,10
2165,,,0.000323,10
2174,,,0.000296,10
2175,,,0.000175,11
2177,,,0.000052,0
2178,,,0.000277,11
2179,,,0.000051,10
2180,,,0.000072,10
2181,,,0.000097,10
2182,,,0.000061,10
2176,,,0.000931,10
2184,,,0.000057,4
2185,,,0.000057,10
2186,,,0.000047,17
2187,,,0.000544,13
2188,,,0.000485,10
2189,,,0.000091,11
2190,,,0.000052,0
2191,,,0.000052,0
2192,,,0.000197,0
2194,,,0.000645,10
2195,,,0.000127,10
2196,,,0.000052,10
2197,,,0.000057,4
2199,,,0.000093,10
2200,,,0.000073,10
2201,,,0.000189,10
2202,,,0.000133,18
2203,,,0.000043,17
2204,,,0.000122,10
2205,,,0.000182,10
2206,,,0.000049,10
2207,,,0.000052,10
2208,,,0.000291,10
2209,,,0.000054,10
2210,,,0.000061,0
2211,,,0.000072,10
2212,,,0.000087,13
2213,,,0.000082,13
2214,,,0.00056,10
2215,,,0.000052,0
2216,,,0.000055,10
2217,,,0.000122,10
2218,,,0.000035,13
2219,,,0.000178,10
2220,,,0.000055,13
2221,,,0.000131,11
2193,,,0.000049,10
2222,,,0.000062,0
2223,,,0.000061,10
2224,,,0.000136,0
2225,,,0.000052,11
2226,,,0.000061,10
2227,,,0.000065,11
2228,,,0.000054,10
2229,,,0.000351,10
2230,,,0.000257,10
2231,,,0.000206,10
2233,,,0.000268,4
2232,,,0.000053,10
2234,,,0.000056,10
2235,,,0.000063,10
2236,,,0.00005,11
2237,,,0.000061,0
2239,,,0.000051,10
2240,,,0.000057,0
2241,,,0.000117,10
2238,,,0.000055,13
2243,,,0.000275,10
2244,,,0.000553,10
2245,,,0.00007,10
2246,,,0.000071,12
2247,,,0.000052,0
2248,,,0.000052,0
2250,,,0.000055,13
2251,,,0.000112,0
2253,,,0.000055,13
2254,,,0.000057,10
2255,,,0.000155,10
2256,,,0.000084,10
2257,,,0.000143,10
2258,,,0.000085,10
2259,,,0.000092,10
2260,,,0.000092,10
2252,,,0.000548,12
2261,,,0.000105,10
2083,,,0.000195,11
2263,,,0.000056,10
2264,,,0.000052,0
2048,,,0.000131,18
2265,,,0.000073,10
2266,,,0.001095,11
2098,,,0.000103,10
2267,,,0.000055,13
2268,,,0.000078,10
2269,,,0.000174,12
2270,,,0.000049,10
2271,,,0.000062,17
2272,,,0.000081,13
2274,,,0.00008,10
2277,,,0.000126,10
2278,,,0.000055,13
2279,,,0.000049,10
2280,,,0.000054,10
2281,,,0.000176,0
2282,,,0.000081,13
2283,,,0.000052,11
2284,,,0.000172,12
2286,,,0.000064,14
2287,,,0.000053,6
2198,,,0.001594,10
2288,,,0.00015,11
2289,,,0.000186,0
2290,,,0.000062,18
2292,,,0.000128,11
2293,,,0.000226,10
2295,,,0.000053,11
2297,,,0.000208,10
2298,,,0.000046,11
2299,,,0.000321,10
2300,,,0.000057,11
2301,,,0.000053,10
2302,,,0.000052,0
2296,,,0.00335,13
2275,,,0.000145,10
2285,,,0.000042,11
2304,,,0.000137,10
2305,,,0.000246,0
2306,,,0.00056,10
2276,,,0.000099,17
2307,,,0.000042,10
2308,,,0.000051,10
2303,,,0.000415,18
2309,,,0.000107,10
2310,,,0.000206,18
2311,,,0.000231,10
2312,,,0.000128,0
2313,,,0.00075,0
2314,,,0.000052,0
2316,,,0.000098,18
2317,,,0.000091,10
2318,,,0.000649,10
2319,,,0.000072,10
2320,,,0.000062,0
2321,,,0.000053,10
2322,,,0.000682,18
2323,,,0.000053,10
2324,,,0.000042,10
2325,,,0.000213,10
2326,,,0.00006,10
2327,,,0.000051,14
2330,,,0.000053,10
2331,,,0.00005,10
2332,,,0.000085,12
2333,,,0.000255,13
2334,,,0.000091,13
2335,,,0.000061,0
2336,,,0.00009,18
2337,,,0.000095,11
2338,,,0.000053,10
2339,,,0.000058,10
2340,,,0.000052,0
2341,,,0.000087,10
2342,,,0.000114,10
2343,,,0.000227,14
2344,,,0.000523,11
2345,,,0.000053,10
2348,,,0.000069,13
2349,,,0.000114,10
2352,,,0.000182,0
2262,,,0.000698,18
2346,,,0.000147,10
2353,,,0.000062,0
2356,,,0.00007,0
2357,,,0.000061,12
2358,,,0.000055,13
2360,,,0.000053,4
2363,,,0.000213,12
2364,,,0.000087,10
2365,,,0.000097,10
2366,,,0.000051,10
2368,,,0.000058,4
2328,,,0.0005,10
2359,,,0.000101,10
2369,,,0.000068,11
2371,,,0.000136,11
2372,,,0.000062,0
2373,,,0.000057,10
2374,,,0.000042,11
2367,,,0.000069,10
2375,,,0.000063,10
2377,,,0.000153,0
2242,,,0.000055,13
2379,,,0.000081,11
2378,,,0.001312,12
2380,,,0.000069,11
2381,,,0.000063,10
2382,,,0.00005,10
2383,,,0.000067,0
2384,,,0.000063,0
2249,,,0.000153,10
2385,,,0.000057,10
2386,,,0.000125,10
2387,,,0.000057,10
2389,,,0.000162,10
2390,,,0.000071,0
2370,,,0.000194,10
2391,,,0.000072,13
2392,,,0.000359,18
2393,,,0.000066,13
2394,,,0.000049,10
2395,,,0.00005,11
2362,,,0.000059,10
2315,,,0.000362,13
2397,,,0.000964,10
2398,,,0.000343,13
2399,,,0.000382,10
2400,,,0.000077,10
2401,,,0.000063,10
2350,,,0.00005,11
2404,,,0.001361,18
2406,,,0.000078,10
2407,,,0.000125,10
2408,,,0.000102,10
2411,,,0.000181,10
2405,,,0.000165,10
2412,,,0.000102,10
2414,,,0.000051,10
2417,,,0.000053,10
2291,,,0.000111,11
2419,,,0.000257,12
2420,,,0.000074,11
2421,,,0.00007,11
2422,,,0.000043,17
2351,,,0.000102,11
2423,,,0.000061,12
2424,,,0.000095,10
2425,,,0.000053,11
2416,,,0.000125,0
2426,,,0.000074,10
2427,,,0.000304,0
2428,,,0.000074,0
2429,,,0.000094,0
2403,,,0.000062,0
2430,,,0.000208,18
2354,,,0.000055,4
2432,,,0.000052,0
2433,,,0.000066,13
2434,,,0.000129,10
2415,,,0.000143,11
2435,,,0.000071,11
2436,,,0.00005,10
2437,,,0.000321,13
2438,,,0.000113,17
2410,,,0.000176,11
2439,,,0.000085,11
2440,,,0.00005,11
2441,,,0.000063,17
2443,,,0.000106,10
2444,,,0.000116,10
2445,,,0.000061,0
2409,,,0.000164,18
2446,,,0.000071,13
2447,,,0.000073,13
2449,,,0.000205,11
2450,,,0.000052,0
2451,,,0.000049,10
2452,,,0.000056,10
2453,,,0.000063,11
2454,,,0.000069,13
2455,,,0.000314,10
2458,,,0.000052,18
2459,,,0.000043,17
2460,,,0.000056,10
2461,,,0.000053,18
2462,,,0.000055,13
2448,,,0.000052,0
2463,,,0.00007,0
2456,,,0.000049,10
2464,,,0.000148,18
2418,,,0.000035,10
2466,,,0.000072,13
2468,,,0.00005,11
2469,,,0.000049,13
2470,,,0.00012,0
2471,,,0.000111,11
2473,,,0.000061,10
2472,,,0.000302,18
2474,,,0.000057,0
2475,,,0.00024,10
2476,,,0.000116,0
2477,,,0.000052,10
